ID,Text,Translate
CN_SS_DE2_053000_0010(0),Frostlands Farmer,
CN_SS_DE2_054000_0000(0),Staid Soldier,
CN_SS_DE2_054A00_0001(0),Staid Soldier,
CN_SS_DE2_054B00_0002(0),Staid Soldier,
CN_SS_DE2_054A10_0003(0),Staid Soldier,
CN_SS_DE2_054B10_0004(0),Staid Soldier,
CN_SS_DE2_054000_0010(0),Injured Scout,
CN_SS_DE2_054A00_0011(0),Injured Scout,
CN_SS_DE2_054B10_0012(0),Scout,
CN_SS_DE2_054000_0020(0),Drunkard,
CN_SS_DE2_054B00_0021(0),Suspicious Man,
CN_SS_DE2_054A10_0022(0),Drunkard,
CN_SS_DE2_054B10_0023(0),Suspicious Man,
CN_SS_DE2_054000_0030(0),Tavern Patron,
CN_SS_DE3_008900_0000(0),,
CN_SS_DE3_0089A0_0001(0),,
CN_SS_DE3_0089A1_0002(0),,
CN_SS_DE3_008900_0010(0),,
CN_SS_DE3_0089A0_0011(0),,
CN_SS_DE3_0089A1_0012(0),,
CN_SS_DE3_008900_0020(0),,
CN_SS_DE3_009000_0000(0),Kevin,
CN_SS_DE3_0090A0_0001(0),Kevin,
CN_SS_DE3_009000_0010(0),Lara,
CN_SS_DE3_0090A1_0011(0),Lara,
CN_SS_DE3_009000_0020(0),Girl,
CN_SS_DE3_0090A0_0030(0),Soldier,
CN_SS_DE3_009100_0000(0),Old Aristocrat,
CN_SS_DE3_0091A0_0001(0),Old Aristocrat,
CN_SS_DE3_0091B0_0002(0),Old Aristocrat,
CN_SS_DE3_0091A1_0003(0),Old Aristocrat,
CN_SS_DE3_0091B1_0004(0),Old Aristocrat,
CN_SS_DE3_009100_0010(0),Swordsman Yuri,
CN_SS_DE3_0091A0_0011(0),Swordsman Yuri,
CN_SS_DE3_0091A1_0012(0),Swordsman Yuri,
CN_SS_DE3_0091B1_0013(0),Swordsman Yuri,
CN_SS_DE3_009100_0020(0),Young Soldier,
CN_SS_DE3_009100_0030(0),Bookworm Girl,
CN_SS_DE3_009100_0040(0),Passionate Peddler,
CN_SS_DE1_001800_0000(0),Hired Barkeep,
CN_SS_DE1_0018A0_0001(0),Hired Barkeep,
CN_SS_DE1_0018A1_0002(0),Hired Barkeep,
CN_SS_DE1_001800_0010(0),Drunken Bouncer,
CN_SS_DE1_0018A0_0011(0),Drunken Bouncer,
CN_SS_DE1_0018A1_0012(0),Imposing Bouncer,
CN_SS_DE1_001900_0000(0),Guard,
CN_SS_DE1_0019A0_0001(0),Guard,
CN_SS_DE1_0019B0_0002(0),Guard,
CN_SS_DE1_0019A1_0003(0),Guard,
CN_SS_DE1_001900_0010(0),Impatient Man,
CN_SS_DE1_0019A0_0011(0),O'Neill,
CN_SS_DE1_0019B0_0012(0),O'Neill,
CN_SS_DE1_001900_0020(0),Elderly Woman,
CN_SS_DE1_0019B1_0021(0),Elderly Woman,
CN_SS_DE1_0019A0_0030(0),Guard,
CN_SS_DE1_0019B0_0031(0),Guard,
CN_SS_DE1_002000_0000(0),Blue Dancer,
CN_SS_DE1_0020A0_0001(0),Blue Dancer,
CN_SS_DE1_0020B0_0002(0),Blue Dancer,
CN_SS_DE1_0020A1_0003(0),Blue Dancer,
CN_SS_DE1_0020B1_0004(0),Blue Dancer,
CN_SS_DE1_002000_0010(0),Star Dancer,
CN_SS_DE1_0020A1_0011(0),Star Dancer,
CN_SS_DE1_0020B1_0012(0),Star Dancer,
CN_SS_DE1_002000_0020(0),Sickly Girl,
CN_SS_DE1_0020B0_0021(0),Sickly Girl,
CN_SS_DE1_0020B1_0022(0),Sickly Girl,
CN_SS_DE1_002000_0030(0),Pensive Mother,
CN_SS_DE1_0020B0_0031(0),Pensive Mother,
CN_SS_DE1_0020B1_0032(0),Pensive Mother,
CN_SS_MO3_008500_0000(0),,
CN_SS_MO3_0085A0_0001(0),,
CN_SS_MO3_0085A1_0002(0),,
CN_SS_MO3_008500_0010(0),,
CN_SS_MO3_0085A0_0011(0),,
CN_SS_MO3_0085A1_0012(0),,
CN_SS_MO3_008500_0020(0),,
CN_SS_MO3_0085A0_0021(0),,
CN_SS_MO3_0085A1_0022(0),,
CN_SS_MO3_008600_0000(0),,
CN_SS_MO3_0086A0_0001(0),,
CN_SS_MO3_0086A1_0002(0),,
CN_SS_MO3_008600_0010(0),,
CN_SS_MO3_0086A1_0011(0),,
CN_SS_MO3_008600_0020(0),,
CN_SS_MO3_008700_0000(0),Ardent Actor,
CN_SS_MO3_0087A0_0001(0),Ardent Actor,
CN_SS_MO3_0087B0_0002(0),Ardent Actor,
CN_SS_MO3_0087A1_0003(0),Actor,
CN_SS_MO3_0087B1_0004(0),Actor,
CN_SS_MO3_008700_0010(0),Creepy Antiquarian,
CN_SS_MO3_0087A1_0011(0),Antique Dealer,
CN_SS_MO3_008700_0020(0),Handsome Minstrel,
CN_SS_MO3_0087B1_0021(0),Wandering Minstrel,
CN_SS_MO3_008700_0030(0),Bombastic Boy,
CN_SS_MO3_008700_0040(0),Spirited Girl,
CN_SS_MO3_008800_0000(0),Impresario,
CN_SS_MO3_0088A0_0001(0),Impresario,
CN_SS_MO3_0088B0_0002(0),Impresario,
CN_SS_MO3_0088A1_0003(0),Impresario,
CN_SS_MO3_0088B1_0004(0),Impresario,
CN_SS_MO3_0088A0_0010(0),Olberic,
CN_SS_MO3_0088B0_0020(0),H'aanit,
CN_SS_MO2_046000_0000(0),,
CN_SS_MO2_046A00_0001(0),,
CN_SS_MO2_046A10_0002(0),,
CN_SS_MO2_046000_0010(0),,
CN_SS_MO2_046A00_0011(0),,
CN_SS_MO2_046A10_0012(0),,
CN_SS_MO2_046A00_0020(0),,
CN_SS_MO2_046A10_0021(0),,
CN_SS_MO2_047000_0000(0),Bookbinder,
CN_SS_MO2_047A00_0001(0),Bookbinder,
CN_SS_MO2_047A10_0002(0),Bookbinder,
CN_SS_MO2_047000_0010(0),Astute Child,
CN_SS_MO2_047A10_0011(0),Astute Child,
CN_SS_MO2_047000_0020(0),Exotic Grandma,
CN_SS_MO2_047A00_0021(0),Exotic Grandma,
CN_SS_MO2_047A10_0022(0),Exotic Grandma,
CN_SS_MO2_048000_0000(0),,
CN_SS_MO2_048A00_0001(0),,
CN_SS_MO2_048B00_0002(0),,
CN_SS_MO2_048A00_0003(0),,
CN_SS_MO2_048B00_0004(0),,
CN_SS_MO2_048A10_0005(0),,
CN_SS_MO2_048B10_0006(0),,
CN_SS_MO2_048000_0010(0),,
CN_SS_MO2_048000_0020(0),,
CN_SS_MO2_048000_0030(0),,
CN_SS_MO2_049000_0000(0),Inquiring Youth,
CN_SS_MO2_049A00_0001(0),Inquiring Youth,
CN_SS_MO2_049B00_0002(0),Inquiring Youth,
CN_SS_MO2_049A10_0003(0),Inquiring Youth,
CN_SS_MO2_049000_0010(0),Patrician Youth,
CN_SS_MO2_049A00_0011(0),Patrician Youth,
CN_SS_MO2_049A10_0012(0),Patrician Youth,
CN_SS_MO2_049000_0020(0),Nameless Gravekeeper,
CN_SS_MO2_049000_0030(0),Rumormonger,
CN_SS_MO2_049000_0040(0),True Believer,
CN_SS_MO1_001600_0000(0),Kindly Farmer,
CN_SS_MO1_0016A0_0001(0),Kindly Farmer,
CN_SS_MO1_0016A1_0002(0),Kindly Farmer,
CN_SS_MO1_001600_0010(0),Courageous Cowherd,
CN_SS_MO1_001700_0000(0),Melancholy Youth,
CN_SS_MO1_0017A0_0001(0),Melancholy Youth,
CN_SS_MO1_0017B0_0002(0),Melancholy Youth,
CN_SS_MO1_0017A1_0003(0),Melancholy Youth,
CN_SS_MO1_0017B1_0004(0),Melancholy Youth,
CN_SS_MO1_001700_0010(0),Affable Antiquarian,
CN_SS_MO1_001700_0020(0),Newly-hewn Headstone,
CN_SS_FO3_009900_0000(0),,
CN_SS_FO3_0099A0_0001(0),,
CN_SS_FO3_0099A1_0002(0),,
CN_SS_FO3_009900_0010(0),,
CN_SS_FO3_010000_0000(0),Obliging Merchant,
CN_SS_FO3_0100A0_0001(0),Obliging Merchant,
CN_SS_FO3_0100A1_0002(0),Obliging Merchant,
CN_SS_FO3_010000_0010(0),Grave Robber,
CN_SS_FO3_010100_0000(0),Fearful Mother,
CN_SS_FO3_0101A0_0001(0),Fearful Mother,
CN_SS_FO3_0101B0_0002(0),Fearful Mother,
CN_SS_FO3_0101A1_0003(0),Fearful Mother,
CN_SS_FO3_0101B1_0003(0),Fearful Mother,
CN_SS_FO3_010100_0010(0),Beastmaster,
CN_SS_FO3_0101A0_0011(0),Beastmaster,
CN_SS_FO3_0101A1_0012(0),Beastmaster,
CN_SS_FO3_010100_0020(0),Scholar of Beasts,
CN_SS_FO3_0101A0_0030(0),Animal-loving Child,
CN_SS_FO3_0101B0_0031(0),Animal-loving Child,
CN_SS_FO3_0101A1_0032(0),Animal-loving Child,
CN_SS_FO3_0101B1_0033(0),Animal-loving Child,
CN_SS_FO3_0101A0_0040(0),Tiger Cub,
CN_SS_FO3_0101B1_0041(0),Tiger Cub,
CN_SS_FO3_010200_0000(0),,
CN_SS_FO3_0102A0_0001(0),,
CN_SS_FO3_0102B0_0002(0),,
CN_SS_FO3_0102A1_0003(0),,
CN_SS_FO3_0102B1_0004(0),,
CN_SS_FO3_010200_0010(0),,
CN_SS_FO3_0102B0_0011(0),,
CN_SS_FO3_0102B1_0012(0),,
CN_SS_FO3_010200_0020(0),,
CN_SS_FO3_010200_0030(0),,
CN_SS_FO2_006600_0000(0),,
CN_SS_FO2_0066A0_0001(0),,
CN_SS_FO2_0066A1_0002(0),,
CN_SS_FO2_006600_0010(0),,
CN_SS_FO2_006600_0020(0),,
CN_SS_FO2_006600_0030(0),,
CN_SS_FO2_006700_0000(0),Gambler,
CN_SS_FO2_0067A0_0001(0),Gambler,
CN_SS_FO2_0067A1_0002(0),Successful Gambler,
CN_SS_FO2_006700_0010(0),Estadas,
CN_SS_FO2_0067A1_0011(0),Estadas,
CN_SS_FO2_006700_0020(0),Mont d'Or,
CN_SS_FO2_0067A1_0021(0),Mont d'Or,
CN_SS_FO2_0067A0_0030(0),Announcer,
CN_SS_FO2_006800_0000(0),Laconic Father,
CN_SS_FO2_0068A0_0001(0),Laconic Father,
CN_SS_FO2_0068A1_0002(0),Laconic Father,
CN_SS_FO2_006800_0010(0),Ellie,
CN_SS_FO2_0068A0_0011(0),Ellie,
CN_SS_FO2_0068A1_0012(0),Ellie,
CN_SS_FO2_006800_0020(0),Gossipy Townsperson,
CN_SS_FO2_006900_0000(0),,
CN_SS_FO2_0069A0_0001(0),,
CN_SS_FO2_0069B0_0002(0),,
CN_SS_FO2_0069A1_0003(0),,
CN_SS_FO2_0069B1_0004(0),,
CN_SS_FO2_006900_0010(0),,
CN_SS_FO2_0069B0_0011(0),,
CN_SS_FO2_0069A1_0012(0),,
CN_SS_FO2_0069B1_0013(0),,
CN_SS_FO2_006900_0020(0),Haggard Merchant,
CN_SS_FO2_0069A1_0021(0),,
CN_SS_FO2_007000_0000(0),Listless Gladiator,
CN_SS_FO2_0070A0_0001(0),Listless Gladiator,
CN_SS_FO2_0070B0_0002(0),Listless Gladiator,
CN_SS_FO2_0070A1_0003(0),Resilient Gladiator,
CN_SS_FO2_0070B1_0004(0),Resilient Gladiator,
CN_SS_FO2_007000_0010(0),Starry-eyed Boy,
CN_SS_FO2_0070A0_0011(0),Starry-eyed Boy,
CN_SS_FO2_0070B0_0012(0),Starry-eyed Boy,
CN_SS_FO2_0070A1_0013(0),Starry-eyed Boy,
CN_SS_FO2_0070B1_0014(0),Starry-eyed Boy,
CN_SS_FO2_007000_0020(0),Doting Aunt,
CN_SS_FO2_0070A1_0021(0),Doting Aunt,
CN_SS_FO2_0070B1_0022(0),Doting Aunt,
CN_SS_FO1_003200_0000(0),Genteel Madam,
CN_SS_FO1_0032A0_0001(0),Genteel Madam,
CN_SS_FO1_0032A1_0002(0),Genteel Madam,
CN_SS_FO1_003200_0010(0),Industrious Husband,
CN_SS_FO1_0032A0_0011(0),Industrious Husband,
CN_SS_FO1_0032A1_0012(0),Industrious Husband,
CN_SS_FO1_003300_0000(0),Aspiring Hunter,
CN_SS_FO1_0033A0_0001(0),Aspiring Hunter,
CN_SS_FO1_0033B0_0002(0),Aspiring Hunter,
CN_SS_FO1_0033A1_0003(0),Aspiring Merchant,
CN_SS_FO1_0033B1_0004(0),Fledgling Hunter,
CN_SS_FO1_003300_0010(0),Roving Naturalist,
CN_SS_FO1_003300_0020(0),Nomadic Hunter,
CN_SS_SN3_007200_0000(0),Traveling Author,
CN_SS_SN3_0072A0_0001(0),Traveling Author,
CN_SS_SN3_0072A1_0002(0),Traveling Author,
CN_SS_SN3_007200_0010(0),Affable Merchant,
CN_SS_SN3_007200_0020(0),Veteran Mercenary,
CN_SS_SN3_007200_0030(0),Cheerful Storyteller,
CN_SS_SN3_007300_0000(0),,
CN_SS_SN3_0073A0_0001(0),,
CN_SS_SN3_0073A1_0002(0),,
CN_SS_SN3_0073B1_0003(0),,
CN_SS_SN3_007300_0010(0),,
CN_SS_SN3_0073A0_0011(0),,
CN_SS_SN3_0073B0_0012(0),,
CN_SS_SN3_0073A1_0013(0),,
CN_SS_SN3_0073B1_0014(0),,
CN_SS_SN3_007300_0020(0),,
CN_SS_SN3_0073B0_0021(0),,
CN_SS_SN3_0073B1_0022(0),,
CN_SS_SN3_007300_0030(0),,
CN_SS_SN3_0073A1_0031(0),,
CN_SS_SN3_0073B1_0032(0),,
CN_SS_SN3_0073A0_0040(0),,
CN_SS_SN3_007400_0000(0),Byron the Noble,
CN_SS_SN3_0074A0_0001(0),Byron the Noble,
CN_SS_SN3_0074B0_0002(0),Byron the Commoner,
CN_SS_SN3_0074A1_0003(0),Byron the Commoner,
CN_SS_SN3_0074B1_0004(0),Byron the Commoner,
CN_SS_SN3_007400_0010(0),Impoverished Man,
CN_SS_SN3_007400_0020(0),Erudite Graybeard,
CN_SS_SN3_0074A1_0021(0),Erudite Graybeard,
CN_SS_SN3_0074B1_0022(0),Erudite Graybeard,
CN_SS_SN3_007400_0030(0),Master Jeweler,
CN_SS_SN3_007400_0040(0),Highbrow Historian,
CN_SS_SN2_034000_0000(0),Ingenious Inventor,
CN_SS_SN2_034A00_0001(0),Ingenious Inventor,
CN_SS_SN2_034A10_0002(0),Ingenious Inventor,
CN_SS_SN1_000100_0000(0),,
CN_SS_SN1_0001A1_0001(0),,
CN_SS_SN1_000100_0010(0),Mercenary,
CN_SS_SN1_0001A0_0011(0),Mercenary,
CN_SS_SN1_0001A1_0012(0),Mercenary,
CN_SS_SN1_0001A0_0020(0),,
CN_SS_SN1_0001A0_0021(0),,
CN_SS_SN1_0001A1_0022(0),,
CN_SS_SN1_000200_0000(0),Diligent Student,
CN_SS_SN1_0002A0_0001(0),Diligent Student,
CN_SS_SN1_0002A1_0002(0),Diligent Student,
CN_SS_SN1_000200_0010(0),Anxious Townswoman,
CN_SS_SN1_000200_0020(0),Muttering Codger,
CN_SS_SN1_0002A1_0021(0),Muttering Codger,
CN_SS_SN1_000300_0000(0),Accused Man,
CN_SS_SN1_0003A0_0001(0),Accused Man,
CN_SS_SN1_0003B0_0002(0),Accused Man,
CN_SS_SN1_0003A1_0003(0),Accused Man,
CN_SS_SN1_0003B1_0004(0),Accused Man,
CN_SS_SN1_000300_0010(0),Witness,
CN_SS_SN1_0003A1_0011(0),Witness,
CN_SS_SN1_0003B1_0012(0),Witness,
CN_SS_SN1_000300_0020(0),Drunken Soldier,
CN_SS_SN1_0003A0_0030(0),Soldier,
CN_SS_SN1_000400_0000(0),,
CN_SS_SN1_0004A0_0001(0),,
CN_SS_SN1_0004B0_0002(0),,
CN_SS_SN1_0004A1_0003(0),,
CN_SS_SN1_0004B1_0004(0),,
CN_SS_SN1_000400_0010(0),,
CN_SS_SN1_000400_0020(0),,
CN_SS_SN1_000400_0030(0),,
CN_SS_SN1_000400_0040(0),Elderly Matron,
CN_SS_SN1_0004B0_0041(0),Elderly Matron,
CN_SS_SN1_0004B1_0042(0),Elderly Matron,
CN_SS_SN1_000500_0000(0),,
CN_SS_SN1_0005A0_0001(0),,
CN_SS_SN1_0005B0_0002(0),,
CN_SS_SN1_0005A1_0003(0),,
CN_SS_SN1_0005B1_0004(0),,
CN_SS_SN1_000500_0010(0),,
CN_SS_SN1_000500_0020(0),,
CN_SS_SN1_0005B0_0021(0),,
CN_SS_RI3_009300_0000(0),Elderly Swordsman,
CN_SS_RI3_0093A1_0001(0),Elderly Swordsman,
CN_SS_RI3_009300_0010(0),Fledgling Swordsman,
CN_SS_RI3_0093A0_0011(0),Fledgling Swordsman,
CN_SS_RI3_0093A1_0012(0),Fledgling Swordsman,
CN_SS_RI3_009400_0000(0),Passionate Youth,
CN_SS_RI3_0094A0_0001(0),Passionate Youth,
CN_SS_RI3_0094B0_0002(0),Passionate Youth,
CN_SS_RI3_0094A1_0003(0),Passionate Explorer,
CN_SS_RI3_0094B1_0004(0),Passionate Farmer,
CN_SS_RI3_009400_0010(0),Calm Woman,
CN_SS_RI3_009400_0020(0),Honest Youth,
CN_SS_RI3_009400_0030(0),Erstwhile Retainer,
CN_SS_RI3_009400_0040(0),Erstwhile Bodyguard,
CN_SS_RI3_009500_0000(0),Servant,
CN_SS_RI3_0095A1_0001(0),Servant,
CN_SS_RI3_0095B1_0002(0),Servant,
CN_SS_RI3_009500_0010(0),Oblivious Townsperson,
CN_SS_RI3_009500_0020(0),Youth's Mother,
CN_SS_RI3_0095A1_0021(0),Youth's Mother,
CN_SS_RI3_0095B1_0022(0),Youth's Mother,
CN_SS_RI3_009500_0030(0),Mysterious Knight,
CN_SS_RI3_0095A0_0031(0),Cervantes,
CN_SS_RI3_0095B0_0032(0),Cervantes,
CN_SS_RI3_0095A1_0033(0),Cervantes,
CN_SS_RI3_0095B1_0034(0),Cervantes,
CN_SS_RI3_009500_0040(0),Enthusiastic Youth,
CN_SS_RI3_0095B0_0041(0),Enthusiastic Youth,
CN_SS_RI3_0095A1_0042(0),Enthusiastic Youth,
CN_SS_RI3_0095B1_0043(0),Proud Squire,
CN_SS_RI2_005600_0000(0),Worrywart,
CN_SS_RI2_0056A0_0001(0),Worrywart,
CN_SS_RI2_0056A1_0002(0),Worrywart,
CN_SS_RI2_005600_0010(0),Assiduous Scholar,
CN_SS_RI2_0056A1_0011(0),Assiduous Scholar,
CN_SS_RI2_005700_0000(0),Kindly Cleric,
CN_SS_RI2_0057A0_0001(0),Kindly Cleric,
CN_SS_RI2_0057A1_0002(0),Kindly Cleric,
CN_SS_RI2_005700_0010(0),Ruffian,
CN_SS_RI2_0057A0_0011(0),Reformed Man,
CN_SS_RI2_0057A1_0012(0),Caretaker,
CN_SS_RI2_005800_0000(0),Cleric,
CN_SS_RI2_0058A0_0001(0),Cleric,
CN_SS_RI2_0058A1_0002(0),Cleric,
CN_SS_RI2_005800_0010(0),Shady Trader,
CN_SS_RI2_0058A0_0011(0),Shady Trader,
CN_SS_RI2_0058A0_0020(0),Soldier,
CN_SS_RI2_005900_0000(0),,
CN_SS_RI2_0059A0_0001(0),,
CN_SS_RI2_0059B0_0002(0),,
CN_SS_RI2_0059A1_0003(0),,
CN_SS_RI2_0059B1_0004(0),,
CN_SS_RI2_005900_0010(0),,
CN_SS_RI2_0059A0_0011(0),,
CN_SS_RI2_005900_0020(0),,
CN_SS_RI2_0059B0_0021(0),,
CN_SS_RI2_0059B1_0022(0),,
CN_SS_RI2_006000_0000(0),River Dweller,
CN_SS_RI2_0060A0_0001(0),River Dweller,
CN_SS_RI2_0060B0_0002(0),River Dweller,
CN_SS_RI2_0060A1_0003(0),River Dweller,
CN_SS_RI2_0060B1_0004(0),River Dweller,
CN_SS_RI2_006000_0010(0),Unsavory Man,
CN_SS_RI2_006000_0020(0),Restless Woman,
CN_SS_RI2_0060B0_0021(0),Restless Woman,
CN_SS_RI2_0060A1_0022(0),Flower-loving Widow,
CN_SS_RI2_0060B1_0023(0),Flower-loving Widow,
CN_SS_RI2_0060B1_0030(0),Grave,
CN_SS_RI1_002200_0000(0),Lost Grandfather,
CN_SS_RI1_0022A0_0001(0),Lost Grandfather,
CN_SS_RI1_0022A1_0002(0),Garrulous Grandfather,
CN_SS_RI1_002200_0010(0),Lonely Grandchild,
CN_SS_RI1_0022A0_0011(0),Lonely Grandchild,
CN_SS_RI1_0022A1_0012(0),Happy Grandchild,
CN_SS_RI1_002300_0000(0),Angler,
CN_SS_RI1_0023A0_0001(0),Angler,
CN_SS_RI1_0023B0_0002(0),Angler,
CN_SS_RI1_0023A1_0003(0),Angler,
CN_SS_RI1_0023B1_0004(0),Angler,
CN_SS_RI1_002300_0010(0),Fishmonger,
CN_SS_RI1_0023B0_0011(0),Fishmonger,
CN_SS_RI1_0023A1_0012(0),Fishmonger,
CN_SS_RI1_0023B1_0013(0),Fishmonger,
CN_SS_RI1_002300_0020(0),Magg the Cook,
CN_SS_RI1_0023A1_0021(0),Magg the Cook,
CN_SS_RI1_002300_0030(0),Regular Patron,
CN_SS_RI1_0023A1_0031(0),Regular Patron,
CN_SS_PL3_007600_0000(0),Carefree Shepherd,
CN_SS_PL3_0076A0_0001(0),Carefree Shepherd,
CN_SS_PL3_0076A1_0002(0),Carefree Shepherd,
CN_SS_PL3_007600_0010(0),Rumormonger,
CN_SS_PL3_007600_0020(0),Trembling Merchant,
CN_SS_PL3_007700_0000(0),Slender Farmer,
CN_SS_PL3_0077B0_0001(0),Slender Farmer,
CN_SS_PL3_0077A1_0002(0),Slender Farmer,
CN_SS_PL3_0077B1_0003(0),Slender Farmer,
CN_SS_PL3_007700_0010(0),Bryan,
CN_SS_PL3_0077A0_0011(0),Bryan,
CN_SS_PL3_0077A1_0012(0),Bryan,
CN_SS_PL3_0077B1_0013(0),Bryan,
CN_SS_PL3_007700_0020(0),Troubled Villager,
CN_SS_PL3_007700_0030(0),Dan,
CN_SS_PL3_0077B0_0031(0),Dan,
CN_SS_PL3_0077B1_0032(0),Dan,
CN_SS_CL1_029000_0040(0),Wide-eyed Girl,
CN_SS_CL1_029000_0050(0),Energetic Boy,
CN_SS_FO2_007100_0000(0),Haggard Merchant,
CN_SS_FO2_007100_0001(0),Hearty Merchant,
CN_SS_FO2_007100_0010(0),Bandit Leader,
CN_SS_PL2_038000_0000(0),Luckless Sellsword,
CN_SS_PL2_038A00_0001(0),Satisfied Man,
CN_SS_PL2_038A10_0002(0),Elderly Man,
CN_SS_PL2_038000_0010(0),Crest-bearing Drunk,
CN_SS_PL2_038000_0020(0),Crest-bearing Ruffian,
CN_SS_PL2_038000_0030(0),Crest-bearing Swindler,
CN_SS_PL2_039000_0000(0),Old Gravekeeper,
CN_SS_PL2_039B00_0001(0),Old Gravekeeper,
CN_SS_PL2_039A10_0002(0),Old Gravekeeper,
CN_SS_PL2_039B10_0003(0),Old Gravekeeper,
CN_SS_PL2_039000_0010(0),Awkward Boy,
CN_SS_PL2_039A00_0011(0),Awkward Boy,
CN_SS_PL2_039A10_0012(0),Awkward Boy,
CN_SS_PL2_039000_0020(0),Accomplished Graybeard,
CN_SS_PL2_040000_0000(0),,
CN_SS_PL2_040A00_0001(0),,
CN_SS_PL2_040B00_0002(0),,
CN_SS_PL2_040A10_0003(0),,
CN_SS_PL2_040B10_0004(0),,
CN_SS_PL2_040000_0010(0),,
CN_SS_PL2_040B00_0011(0),,
CN_SS_PL2_040A10_0012(0),,
CN_SS_PL2_040B10_0013(0),,
CN_SS_PL2_040000_0020(0),,
CN_SS_PL1_000700_0000(0),Capable Culinarian,
CN_SS_PL1_0007A0_0001(0),Capable Culinarian,
CN_SS_PL1_0007A1_0002(0),Capable Culinarian,
CN_SS_PL1_0007A0_0010(0),Gourmand,
CN_SS_PL1_000900_0000(0),Woman,
CN_SS_PL1_0009A1_0001(0),Woman,
CN_SS_PL1_000900_0010(0),Wife,
CN_SS_PL1_0009A0_0011(0),Wife,
CN_SS_PL1_0009A1_0012(0),Wife,
CN_SS_PL1_0009A1_0013(0),Wife,
CN_SS_PL1_000900_0020(0),Husband,
CN_SS_PL1_0009A0_0021(0),Husband,
CN_SS_PL1_0009A1_0022(0),Husband,
CN_SS_PL1_0009A1_0023(0),Husband,
CN_SS_PL1_001000_0000(0),,
CN_SS_PL1_0010A1_0001(0),,
CN_SS_PL1_0010B1_0002(0),,
CN_SS_PL1_001000_0010(0),,
CN_SS_PL1_001000_0020(0),,
CN_SS_PL1_0010A0_0021(0),,
CN_SS_PL1_0010B0_0022(0),,
CN_SS_PL1_0010A1_0023(0),,
CN_SS_PL1_0010B1_0024(0),,
CN_SS_PL1_001000_0030(0),,
CN_SS_PL1_001100_0000(0),Passionate Reader,
CN_SS_PL1_0011A0_0001(0),Passionate Reader,
CN_SS_PL1_0011B0_0002(0),Passionate Reader,
CN_SS_PL1_0011A1_0003(0),Passionate Reader,
CN_SS_PL1_0011B1_0004(0),Passionate Reader,
CN_SS_PL1_001100_0010(0),Merry Drunkard,
CN_SS_PL1_001100_0020(0),Know-it-all's Father,
CN_SS_PL1_001100_0030(0),Best-selling Author,
CN_SS_PL1_0011A0_0031(0),Best-selling Author,
CN_SS_PL1_0011A1_0032(0),Best-selling Author,
CN_SS_PL1_001100_0040(0),Scholarly Youth,
CN_SS_PL1_0011B1_0041(0),Scholarly Youth,
CN_SS_PL1_001200_0000(0),Art Lover,
CN_SS_PL1_0012A0_0001(0),Art Lover,
CN_SS_PL1_0012B0_0002(0),Art Lover,
CN_SS_PL1_0012A1_0003(0),Art Lover,
CN_SS_PL1_0012B1_0004(0),Art Lover,
CN_SS_PL1_001200_0010(0),Artist's Brother,
CN_SS_PL1_0012B1_0011(0),Artist's Brother,
CN_SS_PL1_0012A1_0012(0),Baker's Brother,
CN_SS_PL1_001200_0020(0),Landscape Artist,
CN_SS_PL1_0012B0_0021(0),Landscape Artist,
CN_SS_PL1_0012B1_0022(0),Landscape Artist,
CN_SS_PL1_0012A1_0023(0),Baker,
CN_SS_PL1_000800_0000(0),,
CN_SS_PL1_0008A0_0001(0),,
CN_SS_PL1_000800_0010(0),,
CN_SS_PL1_0008A1_0002(0),Starling Squire,
CN_SS_PL1_0008A2_0003(0),Starling Squire,
CN_SS_PL1_0008A3_0004(0),Starling Squire,
CN_SS_PL1_0008A1_0011(0),Soldier,
CN_SS_PL1_0008A3_0012(0),Soldier,
CN_SS_RI4_011800_0000(0),Meryl,
CN_SS_RI4_011900_0001(0),Meryl,
CN_SS_RI4_020000_0002(0),Meryl,
CN_SS_RI4_011800_0010(0),Meryl's Father,
CN_SS_RI4_020000_0011(0),Meryl's Father,
CN_SS_RI4_011800_0020(0),Meryl's Mother,
CN_SS_RI4_020000_0021(0),Meryl's Mother,
CN_SS_RI4_011800_0030(0),Gertas,
CN_SS_RI4_020000_0031(0),Gertas,
CN_SS_RI4_011900_0040(0),Erstwhile Sellsword,
CN_SS_RI4_020000_0050(0),Sickly Woman,
CN_SS_RI4_020000_0051(0),Meryl's Mother,
CN_SS_RI4_020000_0060(0),Kindly Neighbor,
CN_SS_DE4_011600_0000(0),Ria,
CN_SS_DE4_011700_0001(0),Ria,
CN_SS_DE4_011700_0002(0),Gloria,
CN_SS_DE4_011600_0010(0),Traveling Merchant,
CN_SS_DE4_011700_0020(0),Chieftain,
CN_SS_SN4_010300_0000(0),Miles,
CN_SS_SN4_010400_0001(0),Miles,
CN_SS_SN4_010500_0002(0),Miles,
CN_SS_SN4_010300_0010(0),Former Knight Ardante,
CN_SS_SN4_010400_0020(0),Carefree Man,
CN_SS_SN4_010500_0030(0),Refined Merchant,
CN_SS_SN4_010500_0040(0),Loyal Mercenary,
CN_SS_SE4_010900_0000(0),Le Mann,
CN_SS_SE4_011000_0001(0),Le Mann,
CN_SS_SE4_011100_0002(0),Le Mann,
